student_id,academic_year,semester,avg_score,failed_subjects,improvement_flag,performance_band
S104173,2021-22,1,81.86,0,True,High
S104174,2021-22,1,42.17,2,False,Low
S104175,2020-21,1,80.14,1,True,High
S104176,2022-23,2,70.86,0,True,High
S104177,2020-21,1,63.56,0,True,Medium
S104178,2020-21,2,63.51,1,True,Medium
S104179,2021-22,1,61.21,1,True,Medium
S104180,2021-22,1,52.69,2,False,Medium
S104181,2020-21,1,61.91,1,True,Medium
S104182,2021-22,1,95.0,0,True,High
S104183,2020-21,2,84.53,0,True,High
S104184,2020-21,2,51.93,1,False,Medium
S104185,2020-21,2,69.02,0,True,Medium
S104186,2019-20,2,66.44,0,True,Medium
S104187,2021-22,2,62.87,1,True,Medium
S104188,2021-22,2,49.96,0,False,Low
S104189,2022-23,1,71.69,0,True,High
S104190,2021-22,2,77.69,1,True,High
S104191,2022-23,2,52.49,0,False,Medium
S104192,2020-21,2,94.33,1,True,High
S104193,2019-20,2,87.83,1,True,High
S104194,2020-21,2,73.22,0,True,High
S104195,2020-21,2,46.52,0,False,Low
S104196,2020-21,1,71.02,1,True,High
S104197,2022-23,1,69.23,0,True,Medium
S104198,2019-20,2,72.7,0,True,High
S104199,2020-21,1,88.86,2,True,High
S104200,2022-23,2,62.36,1,True,Medium
S104201,2020-21,1,95.0,0,True,High
S104202,2019-20,2,71.1,0,True,High
S104203,2020-21,1,60.64,3,True,Medium
S104204,2020-21,1,95.0,1,True,High
S104205,2021-22,2,77.45,0,True,High
S104206,2022-23,2,58.18,1,False,Medium
S104207,2019-20,1,66.26,0,True,Medium
S104208,2022-23,2,74.53,0,True,High
S104209,2021-22,2,62.74,0,True,Medium
S104210,2020-21,2,67.01,0,True,Medium
S104211,2019-20,2,52.74,1,False,Medium
S104212,2019-20,2,39.72,0,False,Low
S104213,2022-23,2,66.6,1,True,Medium
S104214,2020-21,1,67.1,0,True,Medium
S104215,2021-22,2,72.91,0,True,High
S104216,2020-21,2,56.36,0,False,Medium
S104217,2022-23,1,44.89,0,False,Low
S104218,2019-20,1,50.52,0,False,Medium
S104219,2019-20,1,80.83,0,True,High
S104220,2020-21,2,55.0,1,False,Medium
S104221,2020-21,1,58.37,1,False,Medium
S104222,2020-21,1,60.31,1,True,Medium
S104223,2020-21,1,55.71,1,False,Medium
S104224,2021-22,1,54.6,2,False,Medium
S104225,2021-22,1,51.93,0,False,Medium
S104226,2021-22,1,86.01,3,True,High
S104227,2021-22,1,75.2,0,True,High
S104228,2022-23,1,83.72,1,True,High
S104229,2019-20,2,86.74,1,True,High
S104230,2019-20,2,30.0,0,False,Low
S104231,2022-23,1,70.15,3,True,High
S104232,2022-23,2,56.21,0,False,Medium
S104233,2021-22,2,81.75,0,True,High
S104234,2020-21,2,53.88,0,False,Medium
S104235,2019-20,1,49.19,0,False,Low
S104236,2022-23,1,43.49,1,False,Low
S104237,2020-21,2,60.46,0,True,Medium
S104238,2021-22,1,78.72,2,True,High
S104239,2022-23,2,68.84,1,True,Medium
S104240,2019-20,1,46.96,0,False,Low
S104241,2019-20,2,95.0,0,True,High
S104242,2019-20,1,74.74,0,True,High
S104243,2022-23,1,76.66,2,True,High
S104244,2019-20,2,84.28,1,True,High
S104245,2021-22,2,40.4,0,False,Low
S104246,2019-20,2,51.33,0,False,Medium
S104247,2021-22,2,77.35,0,True,High
S104248,2019-20,1,52.84,0,False,Medium
S104249,2021-22,1,60.87,1,True,Medium
S104250,2022-23,2,63.83,1,True,Medium
S104251,2021-22,2,45.84,0,False,Low
S104252,2022-23,1,59.59,2,False,Medium
S104253,2020-21,1,78.72,0,True,High
S104254,2021-22,1,75.94,0,True,High
S104255,2022-23,1,81.7,1,True,High
S104256,2020-21,2,80.15,0,True,High
S104257,2019-20,2,71.09,0,True,High
S104258,2020-21,1,69.9,0,True,Medium
S104259,2021-22,1,68.8,0,True,Medium
S104260,2020-21,2,55.59,0,False,Medium
S104261,2019-20,2,49.55,1,False,Low
S104262,2020-21,1,54.66,0,False,Medium
S104263,2021-22,2,60.11,0,True,Medium
S104264,2021-22,2,55.16,0,False,Medium
S104265,2022-23,1,71.21,0,True,High
S104266,2019-20,2,68.03,0,True,Medium
S104267,2019-20,1,69.64,2,True,Medium
S104268,2020-21,1,70.27,2,True,High
S104269,2019-20,1,82.93,0,True,High
S104270,2021-22,2,64.87,2,True,Medium
S104271,2020-21,2,80.13,0,True,High
S104272,2022-23,2,72.75,0,True,High
S104273,2020-21,1,81.94,1,True,High
S104274,2020-21,2,89.22,1,True,High
S104275,2022-23,2,73.65,0,True,High
S104276,2020-21,1,66.56,0,True,Medium
S104277,2019-20,2,66.46,0,True,Medium
S104278,2020-21,2,57.95,0,False,Medium
S104279,2020-21,1,57.44,0,False,Medium
S104280,2020-21,2,78.53,1,True,High
S104281,2021-22,2,50.54,0,False,Medium
S104282,2021-22,2,89.22,0,True,High
S104283,2019-20,2,62.72,0,True,Medium
S104284,2022-23,2,95.0,2,True,High
S104285,2021-22,2,54.6,0,False,Medium
S104286,2021-22,1,68.75,0,True,Medium
S104287,2019-20,1,59.72,0,False,Medium
S104288,2019-20,1,53.1,1,False,Medium
S104289,2022-23,2,80.96,0,True,High
S104290,2020-21,1,48.42,0,False,Low
S104291,2020-21,1,54.86,0,False,Medium
S104292,2022-23,1,73.79,0,True,High
S104293,2022-23,2,76.17,0,True,High
S104294,2022-23,1,44.12,0,False,Low
S104295,2019-20,2,73.73,0,True,High
S104296,2020-21,1,66.93,1,True,Medium
S104297,2022-23,1,51.23,0,False,Medium
S104298,2022-23,1,53.17,1,False,Medium
S104299,2020-21,1,34.5,0,False,Low
S104300,2020-21,2,90.76,3,True,High
S104301,2019-20,1,80.23,3,True,High
S104302,2021-22,1,45.66,1,False,Low
S104303,2021-22,1,76.98,3,True,High
S104304,2019-20,2,56.39,0,False,Medium
S104305,2019-20,1,78.72,1,True,High
S104306,2020-21,1,57.56,0,False,Medium
S104307,2019-20,2,59.55,1,False,Medium
S104308,2019-20,2,60.67,0,True,Medium
S104309,2022-23,1,55.14,0,False,Medium
S104310,2019-20,1,85.99,3,True,High
S104311,2019-20,1,78.48,0,True,High
S104312,2022-23,1,66.65,1,True,Medium
S104313,2020-21,2,80.37,1,True,High
S104314,2020-21,1,40.59,0,False,Low
S104315,2019-20,1,46.57,0,False,Low
S104316,2019-20,1,72.12,0,True,High
S104317,2021-22,2,76.03,2,True,High
S104318,2022-23,2,69.19,3,True,Medium
S104319,2021-22,1,36.76,1,False,Low
S104320,2019-20,2,49.06,2,False,Low
S104321,2021-22,1,71.25,0,True,High
S104322,2021-22,1,95.0,0,True,High
S104323,2020-21,2,83.27,0,True,High
S104324,2022-23,2,88.66,0,True,High
S104325,2020-21,2,70.1,0,True,High
S104326,2020-21,1,69.99,0,True,Medium
S104327,2021-22,2,49.5,1,False,Low
S104328,2022-23,1,79.28,0,True,High
S104329,2019-20,2,63.9,0,True,Medium
S104330,2022-23,1,75.39,0,True,High
S104331,2020-21,1,65.46,1,True,Medium
S104332,2021-22,1,69.19,0,True,Medium
S104333,2019-20,2,63.68,0,True,Medium
S104334,2020-21,2,68.37,1,True,Medium
S104335,2021-22,2,80.0,0,True,High
S104336,2020-21,1,46.01,0,False,Low
S104337,2021-22,2,42.61,1,False,Low
S104338,2022-23,2,71.39,0,True,High
S104339,2020-21,2,86.61,0,True,High
S104340,2022-23,2,90.39,0,True,High
S104341,2022-23,1,46.63,0,False,Low
S104342,2021-22,2,58.96,0,False,Medium
S104343,2019-20,1,42.81,0,False,Low
S104344,2022-23,1,56.74,2,False,Medium
S104345,2020-21,1,81.84,0,True,High
S104346,2020-21,1,64.81,0,True,Medium
S104347,2021-22,1,59.39,0,False,Medium
S104348,2022-23,2,73.18,2,True,High
S104349,2019-20,2,53.07,1,False,Medium
S104350,2019-20,1,88.89,0,True,High
S104351,2020-21,2,65.11,0,True,Medium
S104352,2021-22,1,58.97,0,False,Medium
S104353,2022-23,1,73.8,0,True,High
S104354,2020-21,1,79.09,0,True,High
S104355,2021-22,1,88.94,0,True,High
S104356,2019-20,2,61.85,0,True,Medium
S104357,2020-21,1,81.29,0,True,High
S104358,2021-22,2,66.52,0,True,Medium
S104359,2019-20,2,55.83,0,False,Medium
S104360,2021-22,2,53.35,0,False,Medium
S104361,2020-21,2,48.55,2,False,Low
S104362,2022-23,1,53.87,1,False,Medium
S104363,2021-22,2,81.74,3,True,High
S104364,2022-23,1,75.6,0,True,High
S104365,2020-21,2,46.38,0,False,Low
S104366,2019-20,1,38.8,1,False,Low
S104367,2021-22,1,48.32,0,False,Low
S104368,2019-20,2,53.35,0,False,Medium
S104369,2022-23,2,60.45,0,True,Medium
S104370,2022-23,2,82.59,0,True,High
S104371,2019-20,1,56.78,1,False,Medium
S104372,2020-21,2,90.21,1,True,High
S104373,2022-23,2,39.8,3,False,Low
S104374,2020-21,2,59.77,2,False,Medium
S104375,2019-20,1,76.78,0,True,High
S104376,2020-21,2,77.71,0,True,High
S104377,2022-23,2,59.96,0,False,Medium
S104378,2019-20,1,80.03,0,True,High
S104379,2020-21,2,77.18,0,True,High
S104380,2020-21,1,54.77,0,False,Medium
S104381,2021-22,1,69.72,0,True,Medium
S104382,2022-23,1,75.55,1,True,High
S104383,2021-22,1,55.84,0,False,Medium
S104384,2020-21,1,90.41,0,True,High
S104385,2022-23,1,52.47,0,False,Medium
S104386,2019-20,1,67.16,2,True,Medium
S104387,2019-20,1,46.25,1,False,Low
S104388,2019-20,1,66.55,0,True,Medium
S104389,2020-21,1,48.99,2,False,Low
S104390,2020-21,1,60.59,0,True,Medium
S104391,2019-20,1,41.2,2,False,Low
S104392,2021-22,1,77.0,0,True,High
S104393,2021-22,1,70.34,0,True,High
S104394,2022-23,2,81.31,0,True,High
S104395,2022-23,1,59.78,0,False,Medium
S104396,2019-20,2,82.01,2,True,High
S104397,2020-21,2,65.59,1,True,Medium
S104398,2020-21,2,66.7,0,True,Medium
S104399,2022-23,2,95.0,0,True,High
S104400,2019-20,2,57.73,0,False,Medium
S104401,2022-23,2,83.41,0,True,High
S104402,2021-22,1,72.2,2,True,High
S104403,2019-20,2,56.42,0,False,Medium
S104404,2019-20,1,45.26,0,False,Low
S104405,2019-20,1,49.5,2,False,Low
S104406,2021-22,2,81.96,0,True,High
S104407,2019-20,1,91.02,0,True,High
S104408,2022-23,1,66.37,0,True,Medium
S104409,2021-22,2,67.16,0,True,Medium
S104410,2020-21,1,76.65,0,True,High
S104411,2022-23,2,66.1,0,True,Medium
S104412,2022-23,2,81.5,1,True,High
S104413,2022-23,2,69.37,1,True,Medium
S104414,2021-22,2,67.03,1,True,Medium
S104415,2022-23,2,54.51,2,False,Medium
S104416,2021-22,1,50.82,0,False,Medium
S104417,2019-20,2,30.0,0,False,Low
S104418,2020-21,2,83.51,1,True,High
S104419,2019-20,1,62.8,0,True,Medium
S104420,2022-23,2,58.99,0,False,Medium
S104421,2021-22,2,35.72,0,False,Low
S104422,2021-22,2,55.4,1,False,Medium
S104423,2019-20,2,53.42,0,False,Medium
S104424,2022-23,2,53.08,0,False,Medium
S104425,2020-21,2,69.99,0,True,Medium
S104426,2021-22,2,66.83,1,True,Medium
S104427,2021-22,1,44.58,0,False,Low
S104428,2022-23,2,45.53,0,False,Low
S104429,2021-22,1,45.5,1,False,Low
S104430,2022-23,2,92.16,1,True,High
S104431,2022-23,2,87.39,0,True,High
S104432,2020-21,2,52.22,0,False,Medium
S104433,2022-23,1,35.35,0,False,Low
S104434,2019-20,1,66.92,2,True,Medium
S104435,2020-21,1,65.7,0,True,Medium
S104436,2022-23,2,69.75,0,True,Medium
S104437,2022-23,2,76.12,0,True,High
S104438,2020-21,1,71.78,1,True,High
S104439,2021-22,1,48.25,1,False,Low
S104440,2020-21,2,69.41,0,True,Medium
S104441,2021-22,2,77.81,0,True,High
S104442,2020-21,2,54.14,2,False,Medium
S104443,2020-21,1,69.5,1,True,Medium
S104444,2019-20,1,56.71,2,False,Medium
S104445,2020-21,2,94.94,2,True,High
S104446,2019-20,2,45.1,0,False,Low
S104447,2022-23,2,82.34,0,True,High
S104448,2021-22,1,39.94,1,False,Low
S104449,2021-22,2,91.9,0,True,High
S104450,2019-20,1,47.88,0,False,Low
S104451,2021-22,1,67.85,0,True,Medium
S104452,2021-22,1,40.56,2,False,Low
S104453,2020-21,2,44.75,0,False,Low
S104454,2019-20,2,78.47,0,True,High
S104455,2021-22,1,80.42,1,True,High
S104456,2022-23,1,68.59,2,True,Medium
S104457,2019-20,2,76.12,2,True,High
S104458,2020-21,1,80.67,0,True,High
S104459,2022-23,2,54.74,0,False,Medium
S104460,2021-22,2,44.02,0,False,Low
S104461,2021-22,2,64.79,2,True,Medium
S104462,2019-20,2,56.34,0,False,Medium
S104463,2021-22,1,70.83,1,True,High
S104464,2019-20,2,73.22,0,True,High
S104465,2021-22,1,54.78,0,False,Medium
S104466,2022-23,1,75.56,0,True,High
S104467,2020-21,1,74.81,2,True,High
S104468,2022-23,2,75.85,3,True,High
S104469,2020-21,2,58.88,2,False,Medium
S104470,2019-20,1,76.7,0,True,High
S104471,2021-22,2,72.8,1,True,High
S104472,2022-23,2,74.6,2,True,High
S104473,2021-22,2,90.17,0,True,High
S104474,2019-20,2,69.92,3,True,Medium
S104475,2020-21,2,55.9,0,False,Medium
S104476,2022-23,1,48.34,3,False,Low
S104477,2020-21,2,81.92,1,True,High
S104478,2020-21,2,70.36,0,True,High
S104479,2019-20,1,90.05,0,True,High
S104480,2020-21,2,34.56,0,False,Low
S104481,2019-20,1,78.66,0,True,High
S104482,2020-21,1,61.08,0,True,Medium
S104483,2020-21,2,59.7,1,False,Medium
S104484,2022-23,1,53.53,0,False,Medium
S104485,2019-20,1,78.49,0,True,High
S104486,2021-22,2,74.2,3,True,High
S104487,2021-22,1,47.86,0,False,Low
S104488,2021-22,2,67.47,2,True,Medium
S104489,2022-23,1,75.59,0,True,High
S104490,2022-23,2,67.67,2,True,Medium
S104491,2020-21,1,81.62,0,True,High
S104492,2020-21,2,60.65,1,True,Medium
S104493,2021-22,2,31.18,1,False,Low
S104494,2020-21,1,67.8,2,True,Medium
S104495,2020-21,1,67.71,0,True,Medium
S104496,2022-23,2,69.67,0,True,Medium
S104497,2021-22,1,81.6,2,True,High
S104498,2019-20,1,35.71,0,False,Low
S104499,2021-22,1,61.42,0,True,Medium
S104500,2022-23,2,51.16,0,False,Medium
S104501,2021-22,2,46.88,0,False,Low
S104502,2019-20,2,63.92,0,True,Medium
S104503,2020-21,1,75.53,0,True,High
S104504,2021-22,1,69.51,0,True,Medium
S104505,2022-23,1,54.69,0,False,Medium
S104506,2022-23,2,62.82,0,True,Medium
S104507,2021-22,2,78.95,1,True,High
S104508,2020-21,2,75.25,2,True,High
S104509,2020-21,2,56.71,0,False,Medium
S104510,2022-23,1,55.74,2,False,Medium
S104511,2022-23,1,39.25,2,False,Low
S104512,2019-20,1,58.56,1,False,Medium
S104513,2020-21,2,38.96,3,False,Low
S104514,2021-22,1,95.0,0,True,High
S104515,2022-23,1,52.17,2,False,Medium
S104516,2022-23,2,81.63,1,True,High
S104517,2022-23,2,92.27,0,True,High
S104518,2022-23,1,68.24,1,True,Medium
S104519,2020-21,2,63.5,0,True,Medium
S104520,2022-23,1,45.16,0,False,Low
S104521,2020-21,1,57.43,0,False,Medium
S104522,2019-20,2,89.06,1,True,High
S104523,2019-20,2,70.27,1,True,High
S104524,2021-22,1,65.43,0,True,Medium
S104525,2022-23,2,84.68,0,True,High
S104526,2021-22,2,75.44,0,True,High
S104527,2020-21,1,62.78,0,True,Medium
S104528,2021-22,1,68.24,2,True,Medium
S104529,2021-22,1,53.48,2,False,Medium
S104530,2022-23,2,56.58,1,False,Medium
S104531,2020-21,2,61.91,3,True,Medium
S104532,2020-21,2,73.36,2,True,High
S104533,2022-23,1,46.29,0,False,Low
S104534,2020-21,2,66.14,0,True,Medium
S104535,2019-20,1,59.15,0,False,Medium
S104536,2022-23,2,51.49,0,False,Medium
S104537,2022-23,1,59.23,1,False,Medium
S104538,2022-23,2,30.18,0,False,Low
S104539,2019-20,1,53.64,2,False,Medium
S104540,2020-21,1,48.51,0,False,Low
S104541,2019-20,1,60.8,1,True,Medium
S104542,2019-20,1,30.8,0,False,Low
S104543,2019-20,2,67.86,0,True,Medium
S104544,2021-22,2,78.64,1,True,High
S104545,2020-21,2,63.24,2,True,Medium
S104546,2020-21,2,72.48,2,True,High
S104547,2022-23,2,57.31,1,False,Medium
S104548,2022-23,1,41.68,0,False,Low
S104549,2021-22,2,65.03,0,True,Medium
S104550,2019-20,2,75.21,2,True,High
S104551,2022-23,1,45.13,0,False,Low
S104552,2020-21,2,58.02,1,False,Medium
S104553,2022-23,2,61.29,0,True,Medium
S104554,2019-20,2,95.0,0,True,High
S104555,2021-22,1,68.35,0,True,Medium
S104556,2019-20,1,36.42,2,False,Low
S104557,2022-23,2,32.71,2,False,Low
S104558,2021-22,1,75.96,2,True,High
S104559,2021-22,2,95.0,0,True,High
S104560,2019-20,1,60.79,0,True,Medium
S104561,2022-23,1,59.89,3,False,Medium
S104562,2019-20,2,71.46,0,True,High
S104563,2022-23,1,53.03,0,False,Medium
S104564,2022-23,2,30.0,0,False,Low
S104565,2020-21,1,80.56,0,True,High
S104566,2021-22,2,55.8,0,False,Medium
S104567,2022-23,1,80.75,2,True,High
S104568,2019-20,2,53.59,3,False,Medium
S104569,2019-20,2,66.83,0,True,Medium
S104570,2020-21,2,77.82,0,True,High
S104571,2020-21,2,81.06,1,True,High
S104572,2020-21,1,68.49,0,True,Medium
S104573,2021-22,2,67.75,3,True,Medium
S104574,2020-21,1,74.3,0,True,High
S104575,2021-22,1,71.96,0,True,High
S104576,2020-21,2,45.63,1,False,Low
S104577,2021-22,2,45.92,1,False,Low
S104578,2022-23,2,33.36,0,False,Low
S104579,2020-21,2,76.5,0,True,High
S104580,2021-22,1,59.06,0,False,Medium
S104581,2022-23,2,77.3,0,True,High
S104582,2020-21,2,71.06,0,True,High
S104583,2022-23,2,49.96,2,False,Low
S104584,2020-21,2,63.2,0,True,Medium
S104585,2019-20,1,58.18,0,False,Medium
S104586,2021-22,1,55.86,1,False,Medium
S104587,2019-20,1,78.73,0,True,High
S104588,2021-22,2,95.0,2,True,High
S104589,2019-20,1,81.74,1,True,High
S104590,2020-21,2,64.6,0,True,Medium
S104591,2019-20,1,83.89,2,True,High
S104592,2020-21,2,90.69,0,True,High
S104593,2021-22,1,44.11,1,False,Low
S104594,2020-21,2,83.37,2,True,High
S104595,2019-20,2,76.55,2,True,High
S104596,2022-23,1,82.82,0,True,High
S104597,2021-22,2,77.2,0,True,High
S104598,2022-23,1,61.58,0,True,Medium
S104599,2022-23,1,95.0,1,True,High
S104600,2022-23,1,70.09,2,True,High
S104601,2022-23,2,58.49,0,False,Medium
S104602,2022-23,1,72.59,0,True,High
S104603,2019-20,2,79.59,2,True,High
S104604,2020-21,2,66.42,0,True,Medium
S104605,2020-21,1,70.9,0,True,High
S104606,2022-23,1,66.33,0,True,Medium
S104607,2019-20,2,55.1,0,False,Medium
S104608,2022-23,2,52.67,3,False,Medium
S104609,2022-23,1,43.96,3,False,Low
S104610,2021-22,2,87.77,0,True,High
S104611,2019-20,2,61.65,3,True,Medium
S104612,2022-23,2,30.0,0,False,Low
S104613,2020-21,1,70.95,2,True,High
S104614,2021-22,1,70.64,0,True,High
S104615,2022-23,1,37.0,2,False,Low
S104616,2022-23,2,52.51,0,False,Medium
S104617,2022-23,1,51.86,0,False,Medium
S104618,2019-20,1,53.87,2,False,Medium
S104619,2022-23,2,83.19,0,True,High
S104620,2020-21,1,62.77,3,True,Medium
S104621,2021-22,1,58.59,0,False,Medium
S104622,2019-20,1,81.84,0,True,High
S104623,2021-22,2,72.43,2,True,High
S104624,2020-21,2,38.89,0,False,Low
S104625,2022-23,1,55.75,0,False,Medium
S104626,2019-20,2,69.83,0,True,Medium
S104627,2022-23,1,50.99,0,False,Medium
S104628,2019-20,1,95.0,0,True,High
S104629,2022-23,1,66.69,0,True,Medium
S104630,2020-21,1,53.7,1,False,Medium
S104631,2020-21,2,48.16,1,False,Low
S104632,2022-23,1,78.91,3,True,High
S104633,2020-21,2,55.28,1,False,Medium
S104634,2022-23,2,70.7,0,True,High
S104635,2019-20,1,47.73,0,False,Low
S104636,2020-21,1,66.05,0,True,Medium
S104637,2019-20,1,55.46,0,False,Medium
S104638,2022-23,1,60.27,0,True,Medium
S104639,2019-20,2,53.06,2,False,Medium
S104640,2021-22,2,80.38,2,True,High
S104641,2022-23,2,57.63,1,False,Medium
S104642,2020-21,2,62.85,0,True,Medium
S104643,2020-21,1,63.57,0,True,Medium
S104644,2021-22,1,89.18,1,True,High
S104645,2022-23,2,78.35,2,True,High
S104646,2022-23,2,76.86,1,True,High
S104647,2022-23,2,41.33,0,False,Low
S104648,2022-23,1,55.15,1,False,Medium
S104649,2019-20,1,82.83,1,True,High
S104650,2022-23,2,47.44,0,False,Low
S104651,2019-20,1,66.26,0,True,Medium
S104652,2019-20,2,49.02,1,False,Low
S104653,2020-21,2,50.53,0,False,Medium
S104654,2022-23,1,90.21,2,True,High
S104655,2019-20,1,75.79,0,True,High
S104656,2022-23,2,79.75,0,True,High
S104657,2021-22,1,76.76,0,True,High
S104658,2019-20,1,62.91,0,True,Medium
S104659,2020-21,1,54.63,0,False,Medium
S104660,2022-23,1,58.97,2,False,Medium
S104661,2020-21,1,62.12,1,True,Medium
S104662,2019-20,1,91.64,3,True,High
S104663,2019-20,2,44.95,0,False,Low
S104664,2020-21,2,56.7,0,False,Medium
S104665,2022-23,2,51.31,0,False,Medium
S104666,2019-20,2,80.85,0,True,High
S104667,2021-22,1,92.81,0,True,High
S104668,2020-21,2,69.63,1,True,Medium
S104669,2019-20,1,70.87,0,True,High
S104670,2022-23,2,66.37,0,True,Medium
S104671,2019-20,2,71.56,0,True,High
S104672,2022-23,1,76.6,0,True,High
S104673,2022-23,1,71.38,2,True,High
S104674,2019-20,2,72.48,2,True,High
S104675,2021-22,1,76.63,0,True,High
S104676,2022-23,1,38.33,2,False,Low
S104677,2020-21,1,65.03,0,True,Medium
S104678,2022-23,1,69.58,0,True,Medium
S104679,2022-23,2,71.24,0,True,High
S104680,2021-22,1,62.44,1,True,Medium
S104681,2022-23,2,67.41,0,True,Medium
S104682,2019-20,2,54.2,0,False,Medium
S104683,2021-22,2,38.38,0,False,Low
S104684,2022-23,2,79.75,0,True,High
S104685,2019-20,2,47.98,1,False,Low
S104686,2019-20,2,62.59,2,True,Medium
S104687,2022-23,2,53.76,1,False,Medium
S104688,2020-21,1,88.81,3,True,High
S104689,2020-21,2,63.81,1,True,Medium
S104690,2022-23,1,60.34,0,True,Medium
S104691,2022-23,1,76.22,0,True,High
S104692,2019-20,2,95.0,0,True,High
S104693,2022-23,2,71.09,0,True,High
S104694,2022-23,2,59.34,0,False,Medium
S104695,2019-20,1,75.45,1,True,High
S104696,2022-23,1,41.41,0,False,Low
S104697,2022-23,1,65.7,1,True,Medium
S104698,2022-23,2,94.91,0,True,High
S104699,2019-20,1,67.37,0,True,Medium
S104700,2022-23,2,66.62,0,True,Medium
S104701,2020-21,1,65.31,0,True,Medium
S104702,2022-23,2,59.07,0,False,Medium
S104703,2020-21,2,69.72,0,True,Medium
S104704,2022-23,2,76.63,0,True,High
S104705,2019-20,1,60.02,0,True,Medium
S104706,2020-21,1,30.0,1,False,Low
S104707,2022-23,1,71.98,0,True,High
S104708,2022-23,1,95.0,1,True,High
S104709,2022-23,1,59.36,0,False,Medium
S104710,2022-23,2,42.93,0,False,Low
S104711,2019-20,2,75.16,2,True,High
S104712,2021-22,2,91.16,2,True,High
S104713,2020-21,2,72.94,1,True,High
S104714,2022-23,1,90.87,0,True,High
S104715,2019-20,1,76.91,0,True,High
S104716,2021-22,2,75.6,1,True,High
S104717,2019-20,2,57.23,0,False,Medium
S104718,2022-23,1,69.28,2,True,Medium
S104719,2021-22,1,64.56,0,True,Medium
S104720,2020-21,2,64.04,0,True,Medium
S104721,2020-21,2,61.19,0,True,Medium
S104722,2019-20,1,68.38,1,True,Medium
S104723,2020-21,1,45.55,0,False,Low
S104724,2020-21,1,77.18,2,True,High
S104725,2021-22,2,51.83,0,False,Medium
S104726,2020-21,2,61.25,2,True,Medium
S104727,2021-22,1,69.96,0,True,Medium
S104728,2021-22,2,51.09,1,False,Medium
S104729,2021-22,2,35.5,0,False,Low
S104730,2020-21,1,59.25,1,False,Medium
S104731,2019-20,2,43.53,0,False,Low
S104732,2019-20,2,75.68,0,True,High
S104733,2020-21,2,47.7,0,False,Low
S104734,2021-22,1,87.28,1,True,High
S104735,2020-21,1,64.91,0,True,Medium
S104736,2022-23,2,65.89,0,True,Medium
S104737,2019-20,2,35.29,0,False,Low
S104738,2021-22,2,67.17,0,True,Medium
S104739,2020-21,2,63.8,1,True,Medium
S104740,2021-22,1,45.51,0,False,Low
S104741,2022-23,2,66.31,0,True,Medium
S104742,2021-22,2,59.03,0,False,Medium
S104743,2022-23,2,61.75,0,True,Medium
S104744,2019-20,2,65.39,0,True,Medium
S104745,2021-22,1,57.93,0,False,Medium
S104746,2020-21,2,68.7,0,True,Medium
S104747,2021-22,1,63.7,0,True,Medium
S104748,2021-22,1,72.09,2,True,High
S104749,2022-23,2,57.07,0,False,Medium
S104750,2022-23,1,49.03,2,False,Low
S104751,2020-21,1,54.37,0,False,Medium
S104752,2019-20,1,86.64,1,True,High
S104753,2019-20,2,79.34,0,True,High
S104754,2022-23,1,83.2,0,True,High
S104755,2020-21,1,84.24,1,True,High
S104756,2021-22,2,58.01,1,False,Medium
S104757,2020-21,1,69.44,0,True,Medium
S104758,2020-21,2,66.14,0,True,Medium
S104759,2020-21,2,74.89,0,True,High
S104760,2019-20,2,60.66,2,True,Medium
S104761,2021-22,2,66.39,2,True,Medium
S104762,2020-21,2,66.08,0,True,Medium
S104763,2019-20,1,72.98,1,True,High
S104764,2019-20,2,74.84,0,True,High
S104765,2022-23,1,66.41,1,True,Medium
S104766,2021-22,1,66.86,0,True,Medium
S104767,2020-21,2,68.39,0,True,Medium
S104768,2021-22,1,89.7,0,True,High
S104769,2022-23,1,39.05,3,False,Low
S104770,2022-23,2,50.45,2,False,Medium
S104771,2020-21,2,75.11,1,True,High
S104772,2019-20,2,69.05,0,True,Medium
S104773,2022-23,1,68.94,0,True,Medium
S104774,2019-20,1,75.01,0,True,High
S104775,2022-23,1,68.21,2,True,Medium
S104776,2021-22,1,56.61,2,False,Medium
S104777,2020-21,2,74.43,0,True,High
S104778,2022-23,1,65.31,1,True,Medium
S104779,2021-22,1,58.29,1,False,Medium
S104780,2022-23,2,75.36,0,True,High
S104781,2020-21,1,74.77,0,True,High
S104782,2021-22,2,68.22,0,True,Medium
S104783,2019-20,1,90.76,1,True,High
S104784,2022-23,2,84.9,2,True,High
S104785,2022-23,1,80.03,2,True,High
S104786,2021-22,2,95.0,1,True,High
S104787,2020-21,1,62.8,0,True,Medium
S104788,2022-23,1,58.03,1,False,Medium
S104789,2021-22,2,77.91,2,True,High
S104790,2020-21,2,61.21,1,True,Medium
S104791,2022-23,2,65.18,0,True,Medium
S104792,2021-22,1,50.21,2,False,Medium
S104793,2020-21,2,74.1,2,True,High
S104794,2022-23,2,42.93,2,False,Low
S104795,2022-23,1,63.55,2,True,Medium
S104796,2020-21,2,64.77,0,True,Medium
S104797,2020-21,2,58.46,2,False,Medium
S104798,2021-22,2,38.64,0,False,Low
S104799,2022-23,1,38.53,0,False,Low
S104800,2022-23,1,53.81,1,False,Medium
S104801,2021-22,1,73.09,0,True,High
S104802,2022-23,2,69.33,0,True,Medium
S104803,2022-23,1,64.75,3,True,Medium
S104804,2022-23,1,51.73,0,False,Medium
