student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S104183,Low,No Formal Education,False,False,False
S104184,Middle,Post Graduate,True,True,False
S104185,Low,No Formal Education,True,False,True
S104186,Middle,No Formal Education,True,False,False
S104187,High,No Formal Education,True,False,False
S104188,Middle,Graduate,True,False,False
S104189,Middle,No Formal Education,True,False,False
S104190,Middle,Graduate,True,False,True
S104191,Middle,High School,False,False,False
S104192,Low,Graduate,True,False,False
S104193,Low,Post Graduate,False,False,False
S104194,Middle,Graduate,True,False,False
S104195,High,Graduate,True,True,True
S104196,Middle,Graduate,True,True,True
S104197,Middle,High School,False,True,False
S104198,Middle,Graduate,True,False,False
S104199,High,Post Graduate,False,False,True
S104200,Middle,Post Graduate,True,False,False
S104201,Middle,No Formal Education,False,True,False
S104202,Low,Graduate,True,False,False
S104203,Low,High School,True,False,False
S104204,Low,No Formal Education,False,False,False
S104205,High,Post Graduate,True,False,False
S104206,Middle,No Formal Education,False,False,False
S104207,Middle,High School,True,False,False
S104208,High,Post Graduate,False,True,False
S104209,High,Post Graduate,True,False,False
S104210,Middle,Graduate,True,True,True
S104211,Low,Post Graduate,True,True,True
S104212,Low,Post Graduate,False,False,False
S104213,Low,Post Graduate,True,True,False
S104214,Middle,Graduate,True,False,False
S104215,Middle,Graduate,True,False,False
S104216,Low,Post Graduate,False,False,False
S104217,Middle,High School,True,False,False
S104218,Low,High School,True,False,False
S104219,Middle,No Formal Education,True,False,False
S104220,Middle,Post Graduate,True,False,False
S104221,Middle,Post Graduate,False,False,False
S104222,High,Graduate,True,True,False
S104223,Middle,Graduate,False,False,False
S104224,Low,High School,True,False,True
S104225,Low,High School,False,False,False
S104226,Middle,No Formal Education,True,False,False
S104227,High,Post Graduate,True,False,True
S104228,High,Graduate,True,False,False
S104229,High,No Formal Education,False,False,False
S104230,Middle,No Formal Education,False,False,False
S104231,Middle,High School,True,False,False
S104232,Middle,Post Graduate,False,False,False
S104233,Middle,Post Graduate,True,True,False
S104234,Low,Graduate,True,True,False
S104235,Low,Post Graduate,True,True,False
S104236,Middle,No Formal Education,True,False,False
S104237,Low,Post Graduate,True,False,False
S104238,High,Post Graduate,True,False,False
S104239,Middle,Graduate,True,False,False
S104240,Middle,High School,False,False,False
S104241,Low,No Formal Education,True,False,False
S104242,Middle,Graduate,True,True,False
S104243,Middle,Graduate,True,True,True
S104244,Middle,Post Graduate,True,False,False
S104245,Middle,Graduate,True,False,True
S104246,High,High School,True,False,True
S104247,Middle,No Formal Education,True,False,True
S104248,Middle,No Formal Education,True,False,True
S104249,Low,Graduate,True,True,False
S104250,Middle,No Formal Education,True,True,True
S104251,High,High School,False,False,True
S104252,High,Graduate,True,True,False
S104253,Low,Graduate,True,True,False
S104254,Middle,High School,False,True,False
S104255,Low,Graduate,True,False,False
S104256,Middle,No Formal Education,False,False,False
S104257,High,No Formal Education,True,False,True
S104258,Middle,High School,False,True,False
S104259,Middle,Post Graduate,True,False,False
S104260,Low,Post Graduate,True,True,False
S104261,Low,Post Graduate,True,False,True
S104262,High,High School,True,False,False
S104263,High,Post Graduate,True,False,False
S104264,High,No Formal Education,True,False,False
S104265,Low,Graduate,True,False,True
S104266,Middle,Post Graduate,True,True,True
S104267,Low,High School,True,False,False
S104268,Low,No Formal Education,True,True,False
S104269,Middle,Post Graduate,True,False,False
S104270,Middle,Post Graduate,False,True,True
S104271,Low,No Formal Education,True,False,False
S104272,Low,High School,True,True,False
S104273,Middle,Graduate,True,False,True
S104274,Low,No Formal Education,True,True,False
S104275,Low,Graduate,True,True,False
S104276,Middle,Post Graduate,True,True,True
S104277,Low,No Formal Education,False,False,False
S104278,Middle,Post Graduate,False,False,False
S104279,High,Post Graduate,True,False,False
S104280,Low,Post Graduate,True,False,False
S104281,High,Post Graduate,False,False,False
S104282,Low,Post Graduate,False,False,True
S104283,Low,High School,True,False,False
S104284,Middle,Post Graduate,True,False,True
S104285,Middle,No Formal Education,True,False,False
S104286,Middle,Graduate,True,True,True
S104287,Low,No Formal Education,True,False,False
S104288,Middle,No Formal Education,True,False,False
S104289,High,High School,True,False,False
S104290,High,Post Graduate,True,False,False
S104291,Middle,Graduate,True,False,True
S104292,Middle,Graduate,False,False,True
S104293,High,Post Graduate,False,False,False
S104294,Middle,Graduate,True,False,True
S104295,High,High School,True,False,False
S104296,High,Post Graduate,True,False,False
S104297,Middle,Graduate,True,False,False
S104298,Low,No Formal Education,True,False,False
S104299,Middle,Graduate,False,False,False
S104300,High,No Formal Education,True,False,False
S104301,Low,Post Graduate,True,False,False
S104302,Low,No Formal Education,False,False,False
S104303,Low,No Formal Education,True,False,False
S104304,High,High School,False,False,False
S104305,Middle,High School,True,False,False
S104306,Low,Post Graduate,False,False,False
S104307,Low,High School,True,True,False
S104308,Middle,Post Graduate,False,False,True
S104309,Middle,High School,True,False,False
S104310,Low,No Formal Education,True,False,False
S104311,High,Post Graduate,False,False,False
S104312,Middle,No Formal Education,True,False,False
S104313,Middle,Graduate,True,False,False
S104314,High,Post Graduate,True,True,False
S104315,Low,Post Graduate,True,True,False
S104316,Middle,Post Graduate,True,False,False
S104317,Middle,High School,True,False,False
S104318,High,Graduate,False,False,False
S104319,Low,High School,True,False,True
S104320,Middle,High School,True,False,True
S104321,Middle,Graduate,False,False,True
S104322,High,Post Graduate,True,False,False
S104323,High,High School,True,False,False
S104324,Low,Graduate,True,False,False
S104325,Low,No Formal Education,True,False,False
S104326,Low,Post Graduate,True,True,True
S104327,Middle,No Formal Education,False,False,False
S104328,High,Post Graduate,True,False,True
S104329,Low,Post Graduate,True,False,False
S104330,Middle,Graduate,False,False,False
S104331,High,Graduate,True,True,False
S104332,High,No Formal Education,True,False,False
S104333,Middle,No Formal Education,True,False,True
S104334,High,High School,True,False,False
S104335,Low,High School,False,False,True
S104336,Low,Post Graduate,False,False,False
S104337,Low,No Formal Education,False,False,False
S104338,Middle,High School,False,False,False
S104339,Middle,Graduate,True,True,False
S104340,Low,Graduate,False,False,False
S104341,Low,No Formal Education,True,True,False
S104342,Low,Graduate,False,False,False
S104343,Low,High School,True,True,True
S104344,High,High School,True,True,False
S104345,High,No Formal Education,True,False,False
S104346,Low,High School,True,False,False
S104347,Low,No Formal Education,True,False,False
S104348,High,High School,True,True,False
S104349,Low,High School,True,False,False
S104350,High,High School,True,False,False
S104351,Low,No Formal Education,True,True,False
S104352,Middle,No Formal Education,True,False,False
S104353,Middle,High School,True,False,True
S104354,Low,High School,True,False,True
S104355,Low,High School,True,True,False
S104356,High,Graduate,True,True,True
S104357,High,Post Graduate,True,True,True
S104358,Middle,Post Graduate,True,False,False
S104359,High,Graduate,False,False,True
S104360,High,Post Graduate,False,False,True
S104361,Low,Post Graduate,False,False,True
S104362,Low,Post Graduate,True,True,False
S104363,Low,High School,True,True,False
S104364,Low,Graduate,False,False,True
S104365,Middle,High School,True,False,False
S104366,Low,Post Graduate,True,False,True
S104367,Low,Graduate,False,False,False
S104368,Low,Graduate,True,True,False
S104369,Low,High School,False,False,True
S104370,Low,No Formal Education,True,False,False
S104371,Low,Graduate,True,False,False
S104372,High,No Formal Education,True,False,False
S104373,Middle,Post Graduate,True,False,True
S104374,High,Graduate,False,False,False
S104375,High,No Formal Education,False,True,False
S104376,High,No Formal Education,True,True,False
S104377,Low,High School,True,True,True
S104378,High,No Formal Education,False,False,False
S104379,Middle,Post Graduate,False,False,False
S104380,Low,Post Graduate,True,False,True
S104381,Middle,Graduate,False,False,False
S104382,Low,High School,False,False,False
S104383,Low,High School,True,False,True
S104384,Low,High School,False,False,True
S104385,Middle,Post Graduate,False,False,False
S104386,High,No Formal Education,False,True,False
S104387,Low,Post Graduate,True,False,False
S104388,Middle,Post Graduate,True,False,False
S104389,Low,No Formal Education,True,False,False
S104390,Low,Post Graduate,False,False,False
S104391,Low,Graduate,True,False,True
S104392,High,Graduate,True,False,True
S104393,High,Graduate,True,False,True
S104394,Low,Graduate,True,True,False
S104395,High,Graduate,False,True,False
S104396,Middle,High School,False,False,False
S104397,Low,Post Graduate,False,False,False
S104398,Middle,No Formal Education,True,False,True
S104399,High,High School,False,True,False
S104400,Middle,No Formal Education,True,True,False
S104401,Middle,Post Graduate,True,True,False
S104402,Middle,High School,True,False,True
S104403,Low,No Formal Education,False,False,False
S104404,Low,Graduate,True,False,False
S104405,Middle,High School,True,False,True
S104406,Middle,Graduate,True,False,False
S104407,Middle,High School,True,False,False
S104408,Middle,Post Graduate,False,False,True
S104409,Low,High School,True,False,False
S104410,Low,Post Graduate,True,False,True
S104411,High,High School,False,False,False
S104412,Middle,Post Graduate,True,False,False
S104413,Middle,Graduate,True,False,False
S104414,Low,Post Graduate,False,False,False
S104415,Low,Graduate,False,True,False
S104416,Low,High School,True,False,False
S104417,Middle,High School,False,False,False
S104418,Middle,High School,True,False,True
S104419,Middle,High School,True,True,False
S104420,High,Graduate,True,False,True
S104421,Low,No Formal Education,True,True,True
S104422,Low,No Formal Education,True,False,False
S104423,Low,Post Graduate,True,False,True
S104424,Middle,High School,True,False,True
S104425,High,High School,False,False,False
S104426,High,No Formal Education,True,False,False
S104427,Middle,No Formal Education,False,False,False
S104428,Middle,High School,True,True,False
S104429,High,High School,True,True,False
S104430,Middle,No Formal Education,True,False,False
S104431,Low,Graduate,True,False,False
S104432,Middle,High School,False,False,False
S104433,Middle,No Formal Education,True,True,False
S104434,Middle,Graduate,False,False,False
S104435,Low,No Formal Education,True,False,False
S104436,Low,High School,True,False,False
S104437,Middle,Post Graduate,True,False,False
S104438,Low,No Formal Education,True,False,False
S104439,Middle,Post Graduate,True,False,False
S104440,Low,Post Graduate,True,False,True
S104441,Middle,High School,False,False,False
S104442,Low,Graduate,True,False,False
S104443,High,Post Graduate,False,False,True
S104444,Low,Graduate,True,False,True
S104445,Middle,High School,True,True,False
S104446,Low,High School,True,False,True
S104447,Low,High School,True,True,False
S104448,Middle,Graduate,False,False,False
S104449,Low,No Formal Education,False,False,False
S104450,Middle,Post Graduate,False,True,True
S104451,Low,High School,True,False,False
S104452,Middle,Post Graduate,False,False,False
S104453,Middle,Graduate,True,False,False
S104454,High,Graduate,True,False,True
S104455,Middle,Post Graduate,False,False,True
S104456,High,No Formal Education,False,False,False
S104457,High,High School,True,False,True
S104458,Low,No Formal Education,True,False,False
S104459,High,Post Graduate,True,True,True
S104460,Middle,High School,True,False,True
S104461,Low,High School,False,False,True
S104462,High,Post Graduate,True,False,False
S104463,Low,High School,True,False,False
S104464,Middle,No Formal Education,True,True,True
S104465,Middle,Graduate,False,True,True
S104466,Middle,Graduate,True,True,False
S104467,Middle,Post Graduate,False,True,True
S104468,Low,Graduate,False,False,True
S104469,Low,Graduate,True,True,True
S104470,Low,Post Graduate,True,True,True
S104471,Low,Post Graduate,True,False,False
S104472,High,High School,True,True,False
S104473,Middle,Post Graduate,False,False,True
S104474,Middle,No Formal Education,True,True,True
S104475,Low,Post Graduate,False,False,False
S104476,Middle,High School,True,False,True
S104477,Low,High School,True,True,False
S104478,Middle,Post Graduate,True,False,True
S104479,Low,No Formal Education,False,False,True
S104480,Middle,High School,True,False,False
S104481,Middle,No Formal Education,True,True,False
S104482,High,High School,True,False,False
S104483,Low,Graduate,True,False,False
S104484,Low,High School,True,False,False
S104485,High,High School,False,False,False
S104486,Middle,High School,True,True,False
S104487,Middle,High School,True,False,False
S104488,Middle,High School,True,False,False
S104489,Low,Post Graduate,True,True,False
S104490,Low,Post Graduate,False,False,False
S104491,Low,No Formal Education,False,False,False
S104492,Middle,Graduate,False,True,False
S104493,High,Post Graduate,False,False,False
S104494,Middle,Graduate,True,False,False
S104495,Middle,No Formal Education,False,False,True
S104496,Low,No Formal Education,True,False,False
S104497,Middle,High School,False,False,True
S104498,High,Post Graduate,True,False,False
S104499,High,High School,True,False,False
S104500,Low,High School,True,False,False
S104501,Low,No Formal Education,True,False,False
S104502,Middle,High School,True,False,False
S104503,Middle,No Formal Education,True,False,True
S104504,Middle,Post Graduate,True,False,False
S104505,Middle,Post Graduate,False,False,True
S104506,Low,High School,True,False,False
S104507,Low,No Formal Education,True,False,False
S104508,Low,Post Graduate,False,False,False
S104509,Low,Graduate,True,False,False
S104510,Low,Post Graduate,True,False,True
S104511,Low,No Formal Education,False,True,True
S104512,Low,High School,True,False,False
S104513,Low,No Formal Education,True,False,False
S104514,Low,High School,True,False,True
S104515,Middle,Post Graduate,False,False,True
S104516,High,High School,True,False,False
S104517,Low,High School,True,True,False
S104518,Low,High School,True,False,False
S104519,Low,High School,True,False,True
S104520,High,Graduate,True,False,False
S104521,Low,Graduate,True,True,False
S104522,Low,High School,True,True,False
S104523,High,No Formal Education,True,True,True
S104524,Low,No Formal Education,False,False,False
S104525,High,Post Graduate,True,False,False
S104526,High,Graduate,True,False,True
S104527,Middle,Post Graduate,True,False,False
S104528,Middle,Post Graduate,True,False,True
S104529,Low,Graduate,True,False,True
S104530,Middle,High School,True,False,False
S104531,Low,No Formal Education,True,True,False
S104532,Middle,Post Graduate,True,False,True
S104533,Low,No Formal Education,False,False,True
S104534,Low,High School,True,False,False
S104535,Middle,Post Graduate,True,False,True
S104536,Middle,No Formal Education,True,False,True
S104537,Low,Graduate,False,False,True
S104538,Middle,Post Graduate,True,False,False
S104539,Middle,High School,False,False,False
S104540,Middle,Post Graduate,True,False,True
S104541,Middle,Post Graduate,True,True,True
S104542,Middle,No Formal Education,True,False,False
S104543,High,No Formal Education,True,True,False
S104544,Middle,Graduate,True,False,False
S104545,High,High School,False,True,False
S104546,Low,Graduate,True,False,True
S104547,Low,No Formal Education,True,True,True
S104548,Middle,High School,True,True,True
S104549,Low,Graduate,False,False,True
S104550,High,Post Graduate,True,False,False
S104551,Low,Graduate,True,False,True
S104552,Middle,High School,True,False,False
S104553,Middle,Post Graduate,True,False,False
S104554,Low,No Formal Education,False,False,False
S104555,Middle,Post Graduate,True,False,True
S104556,Middle,High School,True,True,True
S104557,High,Post Graduate,True,False,True
S104558,Middle,Graduate,True,False,False
S104559,Middle,Graduate,True,True,False
S104560,High,Post Graduate,True,False,False
S104561,Low,High School,False,False,False
S104562,Low,High School,False,False,False
S104563,Low,High School,False,True,False
S104564,High,High School,False,False,True
S104565,Low,Graduate,True,False,True
S104566,Middle,High School,True,True,False
S104567,Middle,High School,False,True,True
S104568,Low,Post Graduate,True,False,False
S104569,High,Post Graduate,True,False,False
S104570,Middle,Graduate,False,False,False
S104571,Middle,Graduate,False,False,False
S104572,Low,Graduate,True,False,False
S104573,Low,High School,True,False,False
S104574,Middle,Post Graduate,True,False,False
S104575,Low,Post Graduate,True,False,True
S104576,Middle,High School,False,False,False
S104577,Low,No Formal Education,True,True,False
S104578,High,High School,True,True,False
S104579,Middle,No Formal Education,False,False,True
S104580,Middle,High School,True,True,True
S104581,Low,Graduate,True,True,False
S104582,Middle,No Formal Education,True,False,False
S104583,Low,No Formal Education,False,True,False
S104584,Low,Graduate,False,False,False
S104585,Low,No Formal Education,True,False,False
S104586,High,Post Graduate,True,False,True
S104587,High,High School,False,False,True
S104588,Middle,No Formal Education,True,False,False
S104589,Middle,Graduate,True,False,False
S104590,Middle,High School,True,True,False
S104591,Low,No Formal Education,True,False,True
S104592,High,High School,True,False,False
S104593,Middle,No Formal Education,False,False,True
S104594,Middle,Post Graduate,True,False,False
S104595,High,Graduate,False,True,True
S104596,High,Post Graduate,False,True,False
S104597,Low,Post Graduate,True,False,False
S104598,Middle,No Formal Education,False,False,False
S104599,High,Post Graduate,True,False,False
S104600,Middle,Graduate,True,False,False
S104601,High,High School,True,True,True
S104602,Low,High School,True,False,False
S104603,Low,High School,True,False,False
S104604,Low,No Formal Education,True,False,True
S104605,Low,Graduate,True,False,False
S104606,High,No Formal Education,True,False,False
S104607,Middle,Post Graduate,False,True,False
S104608,High,Graduate,False,False,True
S104609,Low,Post Graduate,True,False,False
S104610,Low,Graduate,False,False,False
S104611,Low,High School,True,False,False
S104612,Low,Graduate,True,False,False
S104613,Middle,No Formal Education,True,False,False
S104614,Low,High School,False,False,False
S104615,Low,Graduate,False,False,True
S104616,Middle,No Formal Education,True,False,False
S104617,Low,No Formal Education,True,False,False
S104618,Low,Post Graduate,True,True,False
S104619,Middle,High School,False,False,True
S104620,Middle,Graduate,False,False,True
S104621,High,Graduate,True,False,True
S104622,Middle,High School,True,True,False
S104623,High,Post Graduate,True,False,True
S104624,Low,Post Graduate,False,True,True
S104625,Low,High School,False,False,True
S104626,High,High School,False,False,False
S104627,High,High School,True,False,False
S104628,Middle,No Formal Education,True,False,False
S104629,Middle,High School,False,False,False
S104630,Low,Post Graduate,False,False,False
S104631,Low,Graduate,True,True,False
S104632,Low,Graduate,False,False,False
S104633,Low,Post Graduate,False,False,True
S104634,Middle,Graduate,False,False,False
S104635,Low,Post Graduate,False,False,True
S104636,Low,No Formal Education,True,False,False
S104637,High,Graduate,False,False,False
S104638,Middle,No Formal Education,True,False,True
S104639,Low,Graduate,True,True,False
S104640,Middle,High School,True,False,False
S104641,High,No Formal Education,True,False,True
S104642,Low,No Formal Education,True,False,True
S104643,High,No Formal Education,True,False,False
S104644,Low,Post Graduate,True,False,False
S104645,Middle,Graduate,True,True,False
S104646,Low,High School,True,False,True
S104647,Middle,Post Graduate,False,False,True
S104648,Middle,Graduate,True,False,True
S104649,Middle,No Formal Education,False,False,True
S104650,Middle,Post Graduate,True,False,False
S104651,High,High School,True,False,True
S104652,Low,No Formal Education,True,False,True
S104653,Middle,Post Graduate,False,False,False
S104654,Low,No Formal Education,True,False,False
S104655,Middle,Graduate,True,True,True
S104656,Middle,Graduate,False,False,False
S104657,Low,High School,True,False,False
S104658,Low,Graduate,True,False,True
S104659,High,Graduate,True,False,False
S104660,Low,Graduate,True,False,False
S104661,Low,No Formal Education,True,False,False
S104662,Middle,No Formal Education,False,False,False
S104663,Low,Graduate,True,False,False
S104664,Low,No Formal Education,True,False,False
S104665,Middle,Graduate,True,False,False
S104666,Low,High School,True,False,True
S104667,High,Post Graduate,False,True,False
S104668,High,Post Graduate,False,False,False
S104669,Middle,Graduate,False,False,True
S104670,Low,High School,True,False,True
S104671,Middle,Graduate,False,True,False
S104672,Low,Post Graduate,True,True,False
S104673,Low,High School,True,False,False
S104674,Low,No Formal Education,True,True,True
S104675,Middle,Post Graduate,True,False,False
S104676,Low,Post Graduate,False,True,False
S104677,Middle,Graduate,False,False,False
S104678,Low,High School,False,False,False
S104679,Middle,High School,True,False,False
S104680,Low,No Formal Education,True,False,True
S104681,High,High School,False,False,False
S104682,Middle,Graduate,True,False,True
S104683,Low,High School,True,False,True
S104684,Low,High School,True,False,False
S104685,Low,High School,True,False,False
S104686,Middle,No Formal Education,False,False,False
S104687,Low,No Formal Education,True,True,False
S104688,Middle,Post Graduate,True,False,False
S104689,Low,Post Graduate,True,True,False
S104690,Middle,No Formal Education,True,False,True
S104691,Middle,High School,True,False,False
S104692,High,No Formal Education,True,False,False
S104693,High,No Formal Education,False,False,True
S104694,High,Graduate,False,False,False
S104695,Low,High School,True,True,False
S104696,Middle,No Formal Education,False,False,True
S104697,Middle,Graduate,False,True,False
S104698,Middle,Post Graduate,True,False,False
S104699,High,Graduate,True,False,True
S104700,Low,High School,False,False,False
S104701,Middle,Post Graduate,True,False,False
S104702,Middle,Post Graduate,True,False,True
S104703,Low,High School,False,True,False
S104704,High,Post Graduate,True,False,False
S104705,Low,Post Graduate,False,False,False
S104706,Middle,Graduate,False,False,False
S104707,High,Post Graduate,False,False,False
S104708,Middle,High School,True,False,False
S104709,High,Post Graduate,False,False,False
S104710,Low,Graduate,True,False,True
S104711,Middle,No Formal Education,False,False,False
S104712,Middle,Post Graduate,True,False,True
S104713,Middle,High School,True,False,False
S104714,Low,No Formal Education,True,True,True
S104715,Middle,Post Graduate,True,False,False
S104716,Low,High School,True,False,False
S104717,Low,Graduate,True,False,False
S104718,Middle,No Formal Education,True,True,False
S104719,Middle,Graduate,True,True,False
S104720,High,Graduate,True,True,False
S104721,Middle,Graduate,True,False,False
S104722,Middle,High School,True,False,False
S104723,Low,High School,False,True,True
S104724,Low,Graduate,True,True,False
S104725,Middle,Graduate,True,True,False
S104726,Low,High School,True,False,False
S104727,Middle,Post Graduate,True,False,False
S104728,Low,No Formal Education,True,False,True
S104729,Low,High School,True,False,False
S104730,Middle,Post Graduate,True,True,True
S104731,High,High School,True,True,False
S104732,Low,High School,True,True,False
S104733,Low,No Formal Education,True,True,False
S104734,High,High School,True,True,True
S104735,Middle,Post Graduate,True,False,True
S104736,High,High School,False,False,False
S104737,Low,No Formal Education,True,False,False
S104738,Middle,High School,False,False,True
S104739,Low,Graduate,False,True,False
S104740,Low,No Formal Education,False,True,False
S104741,Low,High School,True,True,True
S104742,Low,Graduate,True,True,False
S104743,High,Graduate,True,False,False
S104744,Middle,No Formal Education,False,True,True
S104745,Middle,No Formal Education,True,False,False
S104746,High,High School,True,False,True
S104747,Low,Post Graduate,True,False,False
S104748,Low,No Formal Education,True,False,False
S104749,Low,High School,False,True,False
S104750,High,Graduate,True,False,False
S104751,Middle,Graduate,True,False,True
S104752,Middle,High School,True,False,False
S104753,High,No Formal Education,True,False,False
S104754,Low,High School,True,False,True
S104755,Low,High School,True,False,True
S104756,Middle,No Formal Education,False,False,True
S104757,Middle,Post Graduate,False,False,False
S104758,Low,Post Graduate,True,False,False
S104759,Low,Post Graduate,False,False,False
S104760,Middle,High School,True,False,False
S104761,Low,No Formal Education,True,False,False
S104762,Middle,Post Graduate,True,False,False
S104763,Middle,No Formal Education,True,False,False
S104764,Middle,Post Graduate,True,True,False
S104765,High,Graduate,True,False,True
S104766,Middle,Graduate,True,False,False
S104767,Low,No Formal Education,True,False,False
S104768,Middle,Post Graduate,True,False,True
S104769,Low,No Formal Education,True,False,False
S104770,High,No Formal Education,True,True,False
S104771,Middle,No Formal Education,True,False,False
S104772,Middle,High School,False,True,False
S104773,High,Post Graduate,False,True,True
S104774,Middle,Post Graduate,True,False,False
S104775,High,No Formal Education,True,True,False
S104776,Low,Graduate,True,False,False
S104777,Low,No Formal Education,False,False,True
S104778,Middle,Graduate,True,False,True
S104779,Low,Post Graduate,True,False,False
S104780,Middle,Post Graduate,False,False,False
S104781,Middle,No Formal Education,True,False,False
S104782,Middle,High School,True,False,False
S104783,High,Post Graduate,False,True,False
S104784,Middle,Post Graduate,False,False,False
S104785,High,Post Graduate,True,False,False
S104786,Middle,High School,False,False,True
S104787,Middle,Post Graduate,True,False,False
S104788,Middle,No Formal Education,True,False,False
S104789,High,Graduate,True,True,True
S104790,Low,Post Graduate,True,False,True
S104791,Middle,Post Graduate,True,True,False
S104792,Low,High School,True,False,False
S104793,Low,Graduate,False,False,True
S104794,High,Graduate,True,False,False
S104795,Low,High School,True,False,False
S104796,Middle,No Formal Education,True,False,True
S104797,Middle,Post Graduate,True,False,False
S104798,High,Graduate,True,False,False
S104799,Middle,Graduate,True,False,True
S104800,Low,No Formal Education,True,False,False
S104801,Middle,No Formal Education,True,False,False
S104802,Low,Post Graduate,False,False,False
S104803,Middle,High School,False,False,False
S104804,Middle,High School,True,True,False
S104805,Low,No Formal Education,True,False,True
S104806,High,No Formal Education,True,True,False
S104807,Low,Graduate,True,False,False
S104808,Low,No Formal Education,True,False,False
S104809,Low,Graduate,False,False,False
S104810,Low,High School,True,False,True
S104811,Middle,High School,False,False,False
S104812,Low,Graduate,True,True,False
S104813,High,Post Graduate,True,True,False
S104814,High,High School,False,False,False
S104815,Middle,Post Graduate,True,False,False
S104816,Middle,Graduate,False,False,True
S104817,High,Post Graduate,True,False,False
S104818,Middle,Graduate,False,True,False
S104819,Low,Graduate,True,True,False
S104820,Middle,No Formal Education,True,False,False
S104821,Low,High School,True,False,True
S104822,Middle,High School,True,False,False
S104823,Middle,Graduate,True,False,False
S104824,Middle,Post Graduate,False,False,False
S104825,Low,No Formal Education,True,False,False
S104826,Low,Post Graduate,True,False,False
S104827,High,High School,True,True,True
S104828,High,Post Graduate,False,False,True
S104829,Middle,No Formal Education,False,False,False
S104830,Middle,Post Graduate,True,False,True
S104831,Middle,High School,True,True,False
S104832,Middle,Graduate,False,True,False
S104833,Low,High School,True,True,False
S104834,Middle,No Formal Education,True,False,False
S104835,High,Graduate,True,False,False
S104836,High,No Formal Education,True,False,False
S104837,Middle,High School,True,False,True
S104838,Low,Post Graduate,True,False,True
S104839,High,High School,True,False,False
S104840,Middle,Post Graduate,True,False,False
S104841,Middle,Graduate,True,False,True
S104842,Low,Post Graduate,True,False,False
S104843,Middle,Post Graduate,True,True,False
S104844,Low,Graduate,True,False,True
S104845,Middle,No Formal Education,True,False,False
S104846,Middle,Graduate,True,True,False
S104847,Middle,No Formal Education,True,True,False
S104848,Middle,Graduate,True,False,True
S104849,Middle,Post Graduate,False,False,False
S104850,Low,High School,True,False,False
S104851,Middle,Post Graduate,False,False,False
S104852,Low,No Formal Education,True,False,True
S104853,Low,High School,True,False,False
S104854,Middle,Post Graduate,True,False,False
S104855,Middle,Post Graduate,False,False,False
S104856,Middle,High School,True,False,False
S104857,Middle,Post Graduate,True,True,False
S104858,Low,No Formal Education,True,False,True
S104859,Low,Graduate,True,False,False
S104860,Low,No Formal Education,True,False,True
S104861,Low,Post Graduate,True,True,True
S104862,Middle,High School,True,False,True
S104863,Low,High School,False,True,False
S104864,Middle,High School,True,True,False
S104865,High,Post Graduate,True,False,False
S104866,Middle,High School,False,True,True
S104867,Middle,No Formal Education,True,False,False
S104868,High,No Formal Education,True,True,False
S104869,Low,Post Graduate,True,True,False
S104870,Middle,No Formal Education,True,False,False
S104871,Low,No Formal Education,True,False,False
S104872,Low,High School,True,False,False
S104873,Low,Graduate,True,False,False
S104874,Low,No Formal Education,False,False,False
S104875,Middle,Post Graduate,False,False,False
S104876,Low,High School,False,True,False
S104877,High,No Formal Education,False,False,False
S104878,High,Post Graduate,False,False,False
S104879,High,Post Graduate,True,False,True
S104880,High,High School,True,True,False
S104881,High,Post Graduate,True,False,True
S104882,Low,Graduate,True,False,True
S104883,Middle,Graduate,True,False,False
S104884,Low,No Formal Education,True,False,False
S104885,Middle,Graduate,False,False,False
S104886,Middle,High School,True,True,False
S104887,Middle,High School,True,True,False
S104888,Low,No Formal Education,True,False,False
S104889,Middle,Graduate,True,False,False
S104890,Low,Post Graduate,True,False,False
S104891,Middle,Post Graduate,False,False,False
S104892,Middle,Graduate,False,True,True
S104893,High,High School,True,True,False
S104894,High,High School,False,False,True
S104895,Low,High School,True,False,False
S104896,High,High School,True,False,False
S104897,High,Graduate,True,False,False
S104898,Middle,No Formal Education,False,False,True
S104899,High,Graduate,True,False,False
S104900,Low,Graduate,True,False,False
S104901,High,High School,True,True,True
S104902,Middle,High School,True,False,False
S104903,High,High School,True,False,False
S104904,Low,No Formal Education,False,False,True
S104905,Middle,No Formal Education,True,False,False
S104906,Middle,High School,False,False,True
S104907,Low,High School,False,False,False
S104908,High,Graduate,True,False,True
S104909,Middle,Graduate,True,False,False
S104910,High,Graduate,True,False,False
S104911,Middle,High School,True,False,False
S104912,High,Graduate,True,False,True
S104913,Middle,Post Graduate,True,False,True
S104914,Low,No Formal Education,False,False,True
S104915,Middle,Graduate,True,False,True
S104916,Low,No Formal Education,True,False,False
S104917,High,Graduate,True,True,False
S104918,Low,No Formal Education,False,False,True
S104919,Middle,High School,True,False,True
S104920,Middle,Post Graduate,True,False,False
S104921,Middle,No Formal Education,True,True,False
S104922,Middle,Graduate,True,False,False
S104923,High,High School,False,False,False
S104924,Low,Post Graduate,True,False,False
S104925,Middle,High School,True,False,False
S104926,Low,High School,False,False,True
S104927,Middle,No Formal Education,True,False,False
S104928,Low,Post Graduate,False,False,False
S104929,Middle,High School,False,False,False
S104930,Low,Graduate,False,False,False
S104931,High,High School,False,False,True
S104932,Low,Graduate,True,False,False
